0	2177
0	4529
0	7735
0	8261
0	8271
0	9847
0	10310
0	11127
0	14364
0	14916
0	19070
0	19429
0	20561
0	20748
0	22198
0	24381
0	25702
0	26180
0	33799
0	34815
0	35026
0	35119
0	35210
0	67896
0	67915
0	67916
1	1492
1	1922
1	2109
1	2242
1	2938
1	5083
1	8491
1	8954
1	12172
1	16752
1	42933
1	42968
1	43228
1	44005
1	47337
1	47895
1	47896
1	52842
1	61840
1	63826
1	67984
1	70066
2	389
2	3622
2	4404
2	5158
2	7125
2	8187
2	10443
2	13367
2	13681
2	14514
2	14867
2	16698
2	18902
2	18994
2	19115
2	19462
2	20167
2	20225
2	20414
2	20924
2	21009
2	21387
2	21619
2	22039
2	23837
2	24693
2	25588
2	27766
2	28757
2	28970
2	29471
2	31341
2	32230
2	32232
2	33291
2	33552
2	42076
2	43777
2	49441
2	50545
2	52752
2	53376
2	54664
2	62614
3	8957
3	14673
3	16131
3	17615
3	18589
3	19292
3	19651
3	19730
3	20204
3	21598
3	22370
3	22712
3	23788
3	24492
3	27852
3	28124
3	28185
3	28357
3	29883
3	30623
3	31956
3	34263
3	38697
3	46598
3	47228
3	47681
3	47741
3	50672
3	51463
3	51508
3	52328
3	52329
3	52996
3	53411
3	53892
3	54269
3	55538
3	56170
3	57067
3	58329
3	59187
3	61440
3	63953
3	64074
3	65016
3	65551
3	65612
3	66029
3	66163
3	67013
3	67754
3	68438
3	71792
3	73621
3	73677
3	75668
3	76035
4	12289
4	17900
4	22783
4	24927
4	26417
4	28206
4	28931
4	33335
4	33914
4	34112
4	34243
4	41757
4	43848
4	50437
4	53076
4	53726
4	55017
4	55429
4	56979
4	57666
4	57992
4	60334
4	61562
4	64768
4	65214
4	65863
4	66282
4	68285
4	73004
4	74461
4	76017
5	3000
5	9470
5	11418
5	12585
5	15944
5	17403
5	18111
5	18699
5	21499
5	23787
5	25356
5	31497
5	44513
5	45058
5	47389
5	48889
5	49319
5	52851
5	54600
5	55607
5	56120
5	56240
5	60673
5	68256
5	70422
5	71734
5	72542
5	73283
6	8065
6	8309
6	10308
6	13222
6	19150
6	40116
6	43087
6	43149
6	46847
6	47903
6	50377
6	52876
6	53069
6	61400
6	65941
6	67818
6	68293
6	68313
6	72357
6	75395
7	200
7	2798
7	6217
7	18612
7	21719
7	24992
7	25415
7	27509
7	36017
7	37508
7	52370
