0	24
0	117
0	208
0	32894
0	32913
0	32914
1	7931
1	7966
1	8226
1	9003
1	12335
1	12893
1	12894
1	17840
1	26838
1	28824
1	32982
1	35064
2	7074
2	8775
2	14439
2	15543
2	17750
2	18374
2	19662
2	27612
3	3695
3	11596
3	12226
3	12679
3	12739
3	15670
3	16461
3	16506
3	17326
3	17327
3	17994
3	18409
3	18890
3	19267
3	20536
3	21168
3	22065
3	23327
3	24185
3	26438
3	28951
3	29072
3	30014
3	30549
3	30610
3	31027
3	31161
3	32011
3	32752
3	33436
3	36790
3	38619
3	38675
3	40666
3	41033
4	6755
4	8846
4	15435
4	18074
4	18724
4	20015
4	20427
4	21977
4	22664
4	22990
4	25332
4	26560
4	29766
4	30212
4	30861
4	31280
4	33283
4	38002
4	39459
4	41015
5	9511
5	10056
5	12387
5	13887
5	14317
5	17849
5	19598
5	20605
5	21118
5	21238
5	25671
5	33254
5	35420
5	36732
5	37540
5	38281
6	5114
6	8085
6	8147
6	11845
6	12901
6	15375
6	17874
6	18067
6	26398
6	30939
6	32816
6	33291
6	33311
6	37355
6	40393
7	1015
7	2506
7	17368
7	22434
8	867
8	2059
8	3018
9	7508
9	25130
9	29321
10	227
10	620
10	685
10	849
10	1052
10	4242
10	4836
10	5269
10	14203
10	14285
10	14683
10	17938
10	18793
10	23704
10	34336
10	34833
10	35177
11	2633
11	4524
11	4886
11	9150
11	11519
11	12154
11	12698
11	17601
11	17703
11	27144
11	27198
11	33056
11	38968
12	346
12	1937
12	2069
12	2962
12	3145
12	3265
12	6389
12	6952
12	7332
12	7493
12	7967
12	8710
12	9534
12	10004
12	10307
12	10910
12	11003
12	11324
12	11349
12	12460
12	12542
12	14604
12	15294
12	15979
12	16331
12	16869
12	16890
12	17790
12	17802
12	17982
12	18134
12	18861
12	19161
12	19224
12	19782
12	19817
12	19993
12	20726
12	21152
12	21981
12	24287
12	24792
12	25244
12	25622
12	25623
12	26569
12	26626
12	28604
12	29958
12	31048
12	31612
12	32019
12	32082
12	33912
12	35282
12	36861
12	38284
12	38852
12	38999
12	40302
12	40564
13	6783
13	12794
13	16656
13	18357
14	1558
14	2483
14	2495
14	4407
14	5052
14	21939
15	379
15	8908
15	39278
15	39986
16	7782
16	7963
16	10822
16	11527
16	12634
16	29354
16	30684
16	36334
16	40603
17	5773
17	5987
17	8315
17	9269
17	10257
17	10353
17	10448
17	11065
17	11236
17	12144
17	12330
17	20108
17	21585
17	23640
17	24367
17	30376
17	31412
17	40110
17	41066
18	125
18	710
18	2228
18	2311
18	3454
18	3533
18	6868
18	6884
18	9496
18	10663
18	17471
18	18261
18	19353
18	24442
18	30376
18	34320
18	37130
18	39278
19	1922
19	3322
19	5241
19	6117
19	15291
19	17969
19	35964
19	40228
20	3122
20	10431
20	10776
20	11509
20	14474
20	14993
20	21866
20	26176
20	34701
20	37407
20	37754
20	39518
21	8894
21	10218
21	15037
21	19746
21	21595
21	24209
21	24455
21	28453
21	36426
22	1175
22	2495
22	4472
22	5328
22	6745
22	6776
22	10437
22	10869
22	12679
22	14879
22	15163
22	16558
22	17083
22	18417
22	24829
22	26968
22	29021
22	32995
22	33642
23	753
23	800
23	1361
23	1954
23	2206
23	2516
23	3082
23	3088
23	3996
23	4411
23	5632
23	5750
23	5941
23	5967
23	6151
23	6185
23	6470
23	6471
23	7039
23	7241
23	7354
23	7791
23	7948
23	8015
23	8120
23	8125
23	8549
23	8700
23	9098
23	9141
23	9290
23	9398
23	9403
23	9997
23	10645
23	10898
23	11488
23	11750
23	12386
23	12410
